Time[fs] MSD(Mn) MSD(O) MSD(Y) VAC(Mn) VAC(O) VAC(Y) Samples(Mn) Samples(O) Samples(Y) VAC_trunc(Mn) VAC_trunc(O) VAC_trunc(Y) Jt 
1789.5 0.0111867 0.0117494 0.0118851 0.018248 -0.00178871 0.0111931 7704 7704 23112 0.00709891 -0.000695849 0.00435439 0.0173972
1791 0.0111993 0.0117597 0.0118938 0.0195304 -0.00104145 0.0114615 7704 7704 23112 0.00758011 -0.000404207 0.00444843 0.0187567
1792.5 0.0112119 0.0117702 0.0119031 0.0194201 -0.00158617 0.0120694 7704 7704 23112 0.00751974 -0.000614188 0.00467346 0.0191358
1794 0.011224 0.0117809 0.0119125 0.0184911 -0.00291209 0.0133469 7704 7704 23112 0.00714327 -0.00112497 0.00515602 0.0220372
1795.5 0.0112362 0.0117914 0.0119218 0.0183132 -0.00176721 0.0137148 7704 7704 23112 0.00705797 -0.000681089 0.00528572 0.0243198
1797 0.0112483 0.0118007 0.0119313 0.0169264 -0.000197501 0.0134929 7704 7704 23112 0.00650814 -7.59385e-05 0.00518799 0.021443
1798.5 0.0112612 0.0118108 0.0119406 0.014021 0.00184683 0.0143531 7704 7704 23112 0.00537832 0.000708426 0.00550569 0.0144179
1800 0.0112743 0.0118195 0.0119501 0.0117967 0.00435599 0.0153053 7704 7704 23112 0.00451439 0.00166697 0.00585707 0.00897627
1801.5 0.0112883 0.0118287 0.0119609 0.0111021 0.00365713 0.0163174 7704 7704 23112 0.00423853 0.0013962 0.00622961 0.00696875
1803 0.0113017 0.0118387 0.011972 0.0101753 0.00268871 0.0171742 7704 7704 23112 0.00387546 0.00102405 0.0065411 0.00519534
1804.5 0.0113152 0.0118489 0.0119832 0.00899362 0.00236704 0.0153755 7704 7704 23112 0.00341722 0.000899383 0.00584207 0.00222201
1806 0.0113286 0.011859 0.0119945 0.00853964 0.00234884 0.0135538 7704 7704 23112 0.00323697 0.000890334 0.0051376 -0.00252244
1807.5 0.0113419 0.0118693 0.0120066 0.00680542 0.00134474 0.0137889 7704 7704 23112 0.00257343 0.000508505 0.00521419 -0.00639616
1809 0.0113545 0.0118798 0.012019 0.00406025 -0.000283541 0.0127608 7704 7704 23112 0.00153167 -0.000106962 0.00481383 -0.0049211
1810.5 0.0113673 0.0118898 0.0120312 0.00346651 -0.000133027 0.0107873 7704 7704 23112 0.00130454 -5.00614e-05 0.00405953 -0.00307241
1812 0.01138 0.0118989 0.0120432 0.00201407 -0.00096536 0.00920612 7704 7704 23112 0.000756113 -0.000362411 0.00345612 -0.00406542
1813.5 0.0113934 0.0119086 0.0120549 -0.000397062 -1.33653e-05 0.0076622 7704 7704 23112 -0.000148702 -5.00539e-06 0.00286954 -0.00331073
1815 0.0114068 0.0119173 0.0120668 -0.00244195 0.000916847 0.00583942 7704 7704 23112 -0.000912301 0.000342529 0.00218158 -0.0037428
1816.5 0.0114211 0.0119263 0.0120801 -0.00283804 0.000498335 0.0045144 7704 7704 23112 -0.00105769 0.000185721 0.00168245 -0.00633924
1818 0.0114348 0.0119362 0.0120934 -0.00302239 0.00175014 0.00233396 7704 7704 23112 -0.00112364 0.000650656 0.000867703 -0.00845925
1819.5 0.0114486 0.0119462 0.0121068 -0.00421319 0.00158185 -0.000265911 7704 7704 23112 -0.00156251 0.000586646 -9.86163e-05 -0.0108144
1821 0.0114621 0.0119561 0.0121197 -0.00486425 0.00165452 -0.00174793 7704 7704 23112 -0.00179953 0.000612089 -0.000646646 -0.01361
1822.5 0.0114755 0.0119662 0.0121332 -0.00629717 0.00103934 -0.00283296 7704 7704 23112 -0.00232389 0.000383554 -0.00104547 -0.0160452
1824 0.0114882 0.0119762 0.012147 -0.00751969 -0.000670593 -0.00448176 7704 7704 23112 -0.00276818 -0.000246862 -0.00164984 -0.0189883
1825.5 0.011501 0.0119858 0.0121602 -0.00738288 -0.000282132 -0.00618924 7704 7704 23112 -0.00271108 -0.000103602 -0.00227276 -0.0209658
1827 0.0115136 0.0119944 0.012173 -0.00839352 -0.00046947 -0.00760459 7704 7704 23112 -0.00307453 -0.000171966 -0.00278555 -0.0198564
1828.5 0.0115268 0.0120036 0.012185 -0.00945677 -0.000202712 -0.00991964 7704 7704 23112 -0.00345536 -7.40677e-05 -0.00362448 -0.0136195
1830 0.0115402 0.0120119 0.0121967 -0.0105063 0.000181637 -0.0123201 7704 7704 23112 -0.00382925 6.62013e-05 -0.00449033 -0.00951212
1831.5 0.0115543 0.0120206 0.0122094 -0.0124586 0.00214745 -0.0135376 7704 7704 23112 -0.0045294 0.000780718 -0.00492169 -0.0100937
1833 0.0115679 0.0120304 0.0122219 -0.0128087 0.00570017 -0.0151325 7704 7704 23112 -0.00464498 0.00206712 -0.00548766 -0.00904445
1834.5 0.0115815 0.0120403 0.0122336 -0.0132139 0.00713479 -0.0155402 7704 7704 23112 -0.00477983 0.00258084 -0.00562129 -0.00863411
1836 0.0115948 0.0120503 0.0122449 -0.0148812 0.00943443 -0.015515 7704 7704 23112 -0.0053693 0.00340404 -0.00559796 -0.00558551
1837.5 0.0116079 0.0120605 0.0122565 -0.0158737 0.0103783 -0.0168728 7704 7704 23112 -0.00571288 0.00373509 -0.00607245 -0.0025106
1839 0.0116203 0.0120707 0.0122681 -0.0154199 0.00953436 -0.0174895 7704 7704 23112 -0.00553542 0.00342263 -0.00627836 -0.00413732
1840.5 0.0116327 0.0120804 0.0122789 -0.0151921 0.0107795 -0.0170309 7704 7704 23112 -0.00543972 0.00385975 -0.00609811 -0.00410997
1842 0.0116451 0.0120893 0.0122891 -0.0153505 0.0122956 -0.016703 7704 7704 23112 -0.00548236 0.00439132 -0.00596541 -0.00244105
1843.5 0.0116579 0.0120989 0.0122983 -0.01472 0.0128319 -0.0163787 7704 7704 23112 -0.00524367 0.00457109 -0.00583455 -0.000655346
1845 0.011671 0.0121077 0.0123069 -0.0144675 0.0135363 -0.0159597 7704 7704 23112 -0.00514047 0.00480961 -0.00567065 0.000816452
1846.5 0.0116847 0.0121169 0.0123163 -0.0155438 0.015577 -0.0156 7704 7704 23112 -0.00550863 0.00552037 -0.00552855 0.000432045
1848 0.0116979 0.0121275 0.0123253 -0.0153937 0.0169934 -0.0138982 7704 7704 23112 -0.00544127 0.00600674 -0.00491265 -0.000693784
1849.5 0.0117111 0.0121383 0.0123336 -0.0153605 0.0180755 -0.0121947 7704 7704 23112 -0.00541544 0.00637264 -0.0042993 -0.0013651
1851 0.011724 0.0121491 0.0123417 -0.0164875 0.0208489 -0.0104173 7704 7704 23112 -0.00579761 0.00733126 -0.00366313 0.000703559
1852.5 0.0117367 0.0121604 0.0123501 -0.0156607 0.0222663 -0.00853198 7704 7704 23112 -0.0054925 0.00780919 -0.00299232 0.00382867
1854 0.0117487 0.0121716 0.0123585 -0.0140699 0.0231128 -0.00698036 7704 7704 23112 -0.00492164 0.00808481 -0.00244172 0.00579843
1855.5 0.0117608 0.0121825 0.0123662 -0.014342 0.0247711 -0.00400639 7704 7704 23112 -0.00500362 0.0086421 -0.00139774 0.0077605
1857 0.0117728 0.0121926 0.0123739 -0.0142569 0.0258 -0.00130113 7704 7704 23112 -0.0049608 0.00897731 -0.00045274 0.00871719
1858.5 0.0117853 0.0122034 0.0123809 -0.013165 0.0256492 0.00168241 7704 7704 23112 -0.00456875 0.00890126 0.000583861 0.0060085
1860 0.011798 0.0122135 0.0123879 -0.0129017 0.0269793 0.00480649 7704 7704 23112 -0.00446551 0.00933798 0.00166361 0.0019354
1861.5 0.0118113 0.012224 0.0123959 -0.0122135 0.0293545 0.00651383 7704 7704 23112 -0.00421605 0.010133 0.00224855 0.00103751
1863 0.0118241 0.0122359 0.0124039 -0.0105545 0.0293308 0.00948587 7704 7704 23112 -0.00363365 0.0100978 0.00326574 0.00147192
1864.5 0.0118369 0.0122481 0.0124119 -0.00988229 0.0296654 0.0123889 7704 7704 23112 -0.00339311 0.0101857 0.00425374 0.00359241
1866 0.0118494 0.0122604 0.0124199 -0.0109531 0.0299878 0.0143388 7704 7704 23112 -0.00375069 0.0102687 0.00491005 0.00363254
1867.5 0.0118617 0.0122732 0.012429 -0.0104576 0.0294363 0.0168872 7704 7704 23112 -0.00357134 0.0100527 0.00576711 0.00330561
1869 0.0118734 0.012286 0.0124386 -0.00977499 0.0310778 0.0194788 7704 7704 23112 -0.00332921 0.0105846 0.00663418 0.00606537
1870.5 0.0118851 0.0122985 0.0124481 -0.0106157 0.032263 0.0216359 7704 7704 23112 -0.00360574 0.0109585 0.00734888 0.00793406
1872 0.0118966 0.0123105 0.0124584 -0.0110405 0.0318344 0.0230719 7704 7704 23112 -0.00373983 0.0107835 0.00781534 0.00750311
1873.5 0.0119087 0.0123231 0.0124684 -0.00944311 0.0307258 0.0247871 7704 7704 23112 -0.00319002 0.0103796 0.00837343 0.00607201
1875 0.0119209 0.0123351 0.0124794 -0.00822431 0.0306935 0.0263715 7704 7704 23112 -0.00277069 0.0103403 0.00888429 0.00469382
1876.5 0.0119338 0.0123475 0.0124917 -0.00856325 0.0298686 0.0258526 7704 7704 23112 -0.00287696 0.0100348 0.00868558 0.00337051
1878 0.0119462 0.0123615 0.0125041 -0.00724563 0.0287439 0.0250809 7704 7704 23112 -0.00242758 0.00963038 0.0084031 0.00329017
1879.5 0.0119587 0.0123755 0.0125172 -0.00606549 0.0291907 0.0250377 7704 7704 23112 -0.00202657 0.00975305 0.00836548 0.00560189
1881 0.0119708 0.0123899 0.0125305 -0.00571532 0.0277172 0.0239469 7704 7704 23112 -0.00190429 0.00923508 0.00797887 0.0054567
1882.5 0.0119828 0.0124047 0.012545 -0.00445721 0.0259433 0.0229569 7704 7704 23112 -0.00148097 0.00862003 0.00762776 0.00481618
1884 0.0119941 0.0124194 0.0125605 -0.00401217 0.0264017 0.0225976 7704 7704 23112 -0.00132938 0.00874787 0.00748745 0.00855723
1885.5 0.0120055 0.0124341 0.012576 -0.00453953 0.0264074 0.0199205 7704 7704 23112 -0.00149991 0.00872529 0.00658198 0.00974212
1887 0.0120166 0.0124481 0.012592 -0.00511705 0.0245371 0.0172298 7704 7704 23112 -0.00168599 0.00808459 0.00567695 0.00893549
1888.5 0.0120283 0.0124627 0.0126077 -0.00392073 0.0221854 0.0151141 7704 7704 23112 -0.00128818 0.00728919 0.00496587 0.0122165
1890 0.0120402 0.0124766 0.0126241 -0.00339418 0.0201617 0.0129181 7704 7704 23112 -0.00111204 0.00660559 0.00423237 0.0145369
1891.5 0.0120527 0.0124908 0.0126417 -0.00428407 0.0165989 0.0107063 7704 7704 23112 -0.00139962 0.00542291 0.00349776 0.0118057
1893 0.0120646 0.0125065 0.0126586 -0.00343672 0.0133335 0.00671168 7704 7704 23112 -0.0011196 0.00434372 0.00218649 0.00874393
1894.5 0.0120769 0.0125221 0.0126758 -0.00257593 0.0128546 0.0035874 7704 7704 23112 -0.000836781 0.00417576 0.00116535 0.0081171
1896 0.0120889 0.0125381 0.0126929 -0.00239061 0.0117281 0.00109311 7704 7704 23112 -0.00077436 0.00379893 0.000354079 0.00792865
1897.5 0.0121008 0.0125543 0.0127104 -0.00219426 0.00966931 -0.00209115 7704 7704 23112 -0.00070872 0.00312307 -0.000675419 0.00506315
1899 0.012112 0.0125706 0.0127283 -0.00210509 0.0074173 -0.00456154 7704 7704 23112 -0.000677964 0.00238881 -0.00146909 0.002146
1900.5 0.0121234 0.0125865 0.0127459 -0.00157864 0.00499966 -0.00703393 7704 7704 23112 -0.000506949 0.00160554 -0.0022588 0.000594792
1902 0.0121344 0.0126018 0.0127631 -0.00153508 0.00422827 -0.00957325 7704 7704 23112 -0.000491531 0.00135389 -0.00306535 -4.12195e-05
1903.5 0.012146 0.0126176 0.0127795 -0.000475594 0.00289366 -0.0122366 7704 7704 23112 -0.000151843 0.000923857 -0.00390676 0.000639583
1905 0.0121579 0.0126325 0.0127959 -0.000677891 -0.000506159 -0.014728 7704 7704 23112 -0.000215799 -0.00016113 -0.0046885 0.0019495
1906.5 0.0121704 0.0126476 0.0128129 -0.00314011 -0.00514911 -0.0153854 7704 7704 23112 -0.000996696 -0.00163437 -0.00488346 0.00108126
1908 0.0121823 0.0126637 0.0128289 -0.00311986 -0.00860842 -0.0168093 7704 7704 23112 -0.000987363 -0.00272437 -0.00531977 -0.000402453
1909.5 0.0121947 0.0126796 0.0128443 -0.00223711 -0.0102206 -0.0185572 7704 7704 23112 -0.000705909 -0.00322506 -0.00585563 -0.00201982
1911 0.0122068 0.0126959 0.0128591 -0.00214359 -0.0123467 -0.0191082 7704 7704 23112 -0.000674404 -0.00388443 -0.0060117 -0.0028381
1912.5 0.0122189 0.0127121 0.0128737 -0.00351257 -0.0147294 -0.0195589 7704 7704 23112 -0.00110183 -0.00462034 -0.00613527 -0.0023709
1914 0.0122303 0.0127283 0.0128884 -0.00432627 -0.0162576 -0.0199838 7704 7704 23112 -0.00135304 -0.00508455 -0.00624992 -0.00523678
1915.5 0.0122418 0.012744 0.0129023 -0.00280689 -0.0177355 -0.0194019 7704 7704 23112 -0.000875237 -0.00553023 -0.00604984 -0.00719538
1917 0.0122529 0.012759 0.0129157 -0.000941285 -0.0181773 -0.018799 7704 7704 23112 -0.00029263 -0.00565104 -0.00584429 -0.00678932
1918.5 0.0122648 0.0127744 0.0129279 0.00111964 -0.0185094 -0.0187289 7704 7704 23112 0.000347034 -0.00573701 -0.00580504 -0.00767355
1920 0.012277 0.0127889 0.0129398 0.00196254 -0.0215882 -0.0179084 7704 7704 23112 0.000606457 -0.00667113 -0.00553401 -0.00588871
1921.5 0.0122896 0.0128033 0.0129523 0.000237533 -0.0242466 -0.0161066 7704 7704 23112 7.31798e-05 -0.00746996 -0.00496218 -0.00316222
1923 0.0123016 0.0128185 0.0129642 -0.000279108 -0.0248034 -0.0139162 7704 7704 23112 -8.57279e-05 -0.00761833 -0.00427436 -0.00228284
1924.5 0.0123142 0.0128333 0.0129753 0.000619381 -0.0263083 -0.0121134 7704 7704 23112 0.000189663 -0.00805599 -0.00370929 -0.000988553
1926 0.0123265 0.0128483 0.0129861 -0.00022488 -0.0279808 -0.0104717 7704 7704 23112 -6.86514e-05 -0.00854199 -0.0031968 0.000753785
1927.5 0.0123388 0.0128631 0.0129968 -0.00186721 -0.0287446 -0.00863469 7704 7704 23112 -0.000568275 -0.00874828 -0.00262792 0.00446565
1929 0.0123503 0.0128777 0.0130079 -0.00159097 -0.028848 -0.00736442 7704 7704 23112 -0.000482716 -0.00875277 -0.00223443 0.0057893
1930.5 0.012362 0.0128918 0.0130183 6.53904e-05 -0.0297849 -0.00610767 7704 7704 23112 1.97789e-05 -0.00900915 -0.00184741 0.00596026
1932 0.0123733 0.012905 0.0130285 0.00203598 -0.0299851 -0.005009 7704 7704 23112 0.000613924 -0.00904166 -0.0015104 0.00478393
1933.5 0.0123855 0.0129189 0.0130376 0.00410246 -0.028752 -0.00406579 7704 7704 23112 0.00123321 -0.00864289 -0.00122218 0.00293444
1935 0.012398 0.0129316 0.0130467 0.00516825 -0.0297039 -0.00270101 7704 7704 23112 0.00154875 -0.00890121 -0.000809399 0.00286477
1936.5 0.0124109 0.012944 0.0130568 0.00627531 -0.0312737 -0.00162963 7704 7704 23112 0.00187462 -0.00934234 -0.000486817 0.00389815
1938 0.0124232 0.0129573 0.0130666 0.00655211 -0.0300087 0.000579478 7704 7704 23112 0.00195116 -0.00893633 0.000172563 0.00537666
1939.5 0.0124361 0.0129704 0.0130762 0.00684987 -0.0292596 0.00205759 7704 7704 23112 0.00203341 -0.00868582 0.000610803 0.00685188
1941 0.0124488 0.0129834 0.0130859 0.00688676 -0.0307125 0.00241811 7704 7704 23112 0.0020379 -0.00908833 0.000715559 0.0066771
1942.5 0.0124614 0.0129963 0.0130957 0.0053496 -0.0295117 0.00374118 7704 7704 23112 0.00157802 -0.00870531 0.00110357 0.00615785
1944 0.0124732 0.0130091 0.0131064 0.00550167 -0.027819 0.00434891 7704 7704 23112 0.00161771 -0.00817992 0.00127875 0.00836545
1945.5 0.0124851 0.0130214 0.0131165 0.00625169 -0.0285063 0.00395013 7704 7704 23112 0.00183238 -0.00835526 0.00115779 0.00923725
1947 0.0124969 0.0130327 0.0131266 0.00759715 -0.0280144 0.00421019 7704 7704 23112 0.00221961 -0.00818478 0.00123006 0.00879529
1948.5 0.0125095 0.0130448 0.0131358 0.00898489 -0.0260122 0.00529719 7704 7704 23112 0.00261661 -0.00757537 0.00154267 0.00650054
1950 0.0125226 0.0130557 0.0131454 0.00897861 -0.0251324 0.00569801 7704 7704 23112 0.00260635 -0.00729555 0.00165404 0.00310229
1951.5 0.012536 0.0130664 0.0131559 0.00991519 -0.0249655 0.00526091 7704 7704 23112 0.00286891 -0.00722366 0.00152222 0.000224602
1953 0.0125489 0.0130778 0.0131666 0.00981988 -0.0236456 0.00521855 7704 7704 23112 0.00283211 -0.00681951 0.00150506 -0.00295302
1954.5 0.0125624 0.0130891 0.0131774 0.00907443 -0.0209064 0.00409429 7704 7704 23112 0.00260858 -0.00600986 0.00117696 -0.00495703
1956 0.0125756 0.0131003 0.0131881 0.0097829 -0.0198972 0.004215 7704 7704 23112 0.00280304 -0.00570102 0.0012077 -0.00554716
1957.5 0.0125887 0.0131115 0.0131993 0.0101688 -0.0183241 0.00507794 7704 7704 23112 0.00290405 -0.00523306 0.00145018 -0.00726722
1959 0.0126011 0.0131226 0.0132116 0.0105646 -0.0167582 0.00448947 7704 7704 23112 0.00300714 -0.00477011 0.00127789 -0.00843345
1960.5 0.0126137 0.0131334 0.0132233 0.0107047 -0.0174537 0.00381937 7704 7704 23112 0.00303694 -0.00495164 0.00108356 -0.0103128
1962 0.0126262 0.0131431 0.0132349 0.0115204 -0.0180721 0.00433348 7704 7704 23112 0.0032575 -0.00511005 0.00122534 -0.0122146
1963.5 0.0126395 0.0131538 0.0132459 0.0117224 -0.0173308 0.00518504 7704 7704 23112 0.0033036 -0.00488414 0.00146124 -0.0152912
1965 0.0126532 0.0131635 0.0132575 0.0118202 -0.0152945 0.00561511 7704 7704 23112 0.00332001 -0.00429586 0.00157715 -0.0158216
1966.5 0.0126673 0.013173 0.0132701 0.0128769 -0.0124975 0.00593875 7704 7704 23112 0.00360467 -0.00349848 0.00166246 -0.0158644
1968 0.012681 0.0131836 0.0132827 0.0108089 -0.0106644 0.0055517 7704 7704 23112 0.00301559 -0.00297527 0.00154888 -0.018694
1969.5 0.0126951 0.0131943 0.0132953 0.00863212 -0.007616 0.00485981 7704 7704 23112 0.00240015 -0.00211762 0.00135126 -0.0193871
1971 0.0127088 0.0132051 0.0133075 0.0094593 -0.00569058 0.0052037 7704 7704 23112 0.00262122 -0.00157689 0.00144197 -0.020061
1972.5 0.0127225 0.0132159 0.0133205 0.0101833 -0.00464016 0.00575125 7704 7704 23112 0.00281224 -0.00128143 0.00158827 -0.0200425
1974 0.0127354 0.013227 0.0133345 0.0103276 -0.00329118 0.00561459 7704 7704 23112 0.00284233 -0.000905791 0.00154524 -0.0201509
1975.5 0.0127486 0.0132378 0.0133479 0.00971435 -0.00278164 0.0053032 7704 7704 23112 0.00266439 -0.000762931 0.00145453 -0.021898
1977 0.0127616 0.0132475 0.0133612 0.0100105 -0.00279725 0.00587454 7704 7704 23112 0.00273617 -0.000764572 0.00160568 -0.0219707
1978.5 0.0127754 0.0132581 0.0133742 0.00975754 -0.00382702 0.00588872 7704 7704 23112 0.00265781 -0.00104242 0.001604 -0.0204709
1980 0.0127896 0.0132679 0.0133877 0.0100684 -0.00399488 0.00559409 7704 7704 23112 0.00273297 -0.00108437 0.00151846 -0.0186923
1981.5 0.0128042 0.0132777 0.0134023 0.0104404 -0.0022625 0.00610241 7704 7704 23112 0.00282407 -0.000611997 0.00165068 -0.0139184
1983 0.0128185 0.0132887 0.0134171 0.00738701 -0.000480525 0.00579974 7704 7704 23112 0.00199117 -0.000129526 0.00156332 -0.0089279
1984.5 0.0128328 0.0132998 0.0134317 0.00548058 0.00213417 0.00625475 7704 7704 23112 0.00147211 0.000573248 0.00168006 -0.0051235
1986 0.012847 0.0133113 0.0134461 0.00627286 0.00334318 0.00616016 7704 7704 23112 0.00167899 0.000894832 0.00164882 -0.00289644
1987.5 0.012861 0.0133229 0.0134612 0.00746884 0.00393604 0.00525143 7704 7704 23112 0.00199204 0.00104979 0.00140062 -0.000821106
1989 0.0128744 0.0133349 0.0134773 0.00735004 0.00461757 0.00518137 7704 7704 23112 0.00195339 0.0012272 0.00137703 0.00120975
1990.5 0.0128879 0.0133466 0.0134929 0.00584447 0.00433416 0.00501111 7704 7704 23112 0.00154773 0.00114777 0.00132704 0.00527019
1992 0.0129013 0.0133572 0.0135082 0.00582362 0.00426339 0.00409594 7704 7704 23112 0.0015367 0.00112499 0.00108081 0.0107654
1993.5 0.0129155 0.0133688 0.0135234 0.00531043 0.00320364 0.00230751 7704 7704 23112 0.00139625 0.00084232 0.000606706 0.0161825
1995 0.0129301 0.0133795 0.0135385 0.00491074 0.00324561 0.000441724 7704 7704 23112 0.00128651 0.000850281 0.000115722 0.0206095
1996.5 0.012945 0.0133903 0.0135546 0.00398226 0.00420414 -0.000257076 7704 7704 23112 0.00103949 0.00109741 -6.71047e-05 0.0247945
1998 0.0129596 0.0134023 0.0135706 0.00103422 0.00442529 -0.000337476 7704 7704 23112 0.000268983 0.00115094 -8.77717e-05 0.0293536
1999.5 0.012974 0.0134146 0.0135864 -0.000824008 0.00463948 -0.000535651 7704 7704 23112 -0.000213529 0.00120225 -0.000138806 0.0308453
2001 0.0129884 0.0134274 0.0136019 -0.000446631 0.00557423 -0.00226987 7704 7704 23112 -0.000115314 0.00143919 -0.000586052 0.0322096
2002.5 0.0130026 0.0134403 0.0136178 0.00128885 0.00654903 -0.00440882 7704 7704 23112 0.000331541 0.00168466 -0.00113412 0.0315274
2004 0.0130163 0.0134536 0.0136343 0.00186199 0.00634126 -0.00466136 7704 7704 23112 0.000477209 0.0016252 -0.00119466 0.0304515
2005.5 0.01303 0.0134665 0.0136504 -0.000100667 0.00556781 -0.00443077 7704 7704 23112 -2.57044e-05 0.00142169 -0.00113135 0.0323173
2007 0.0130435 0.0134783 0.013666 -0.00156556 0.00518341 -0.00568988 7704 7704 23112 -0.000398263 0.00131861 -0.00144745 0.0327744
2008.5 0.0130578 0.0134911 0.0136809 -0.00234416 0.00504113 -0.00632711 7704 7704 23112 -0.000594106 0.00127763 -0.00160355 0.0319045
2010 0.0130726 0.0135028 0.0136954 -0.00290331 0.00691308 -0.0067091 7704 7704 23112 -0.000733061 0.00174549 -0.00169399 0.0315252
2011.5 0.0130877 0.0135148 0.0137107 -0.00415097 0.00824279 -0.00756473 7704 7704 23112 -0.00104414 0.0020734 -0.00190284 0.0288013
2013 0.0131024 0.0135279 0.0137258 -0.00587267 0.00787362 -0.00772385 7704 7704 23112 -0.00147164 0.00197306 -0.00193553 0.0248196
2014.5 0.0131169 0.0135413 0.0137405 -0.00714553 0.0086944 -0.00839822 7704 7704 23112 -0.00178382 0.00217048 -0.00209654 0.0193869
2016 0.0131313 0.0135552 0.0137545 -0.00736043 0.0104174 -0.00899448 7704 7704 23112 -0.00183046 0.00259071 -0.00223684 0.0153519
2017.5 0.0131455 0.0135691 0.0137685 -0.0060518 0.010781 -0.00813227 7704 7704 23112 -0.00149927 0.00267087 -0.00201468 0.0127746
2019 0.0131593 0.0135834 0.0137832 -0.00548876 0.0100878 -0.00736983 7704 7704 23112 -0.00135456 0.00248956 -0.00181878 0.00779008
2020.5 0.0131731 0.0135972 0.0137975 -0.0063552 0.0103553 -0.00698184 7704 7704 23112 -0.00156234 0.00254571 -0.00171639 0.0015628
2022 0.0131867 0.01361 0.0138115 -0.00628852 0.0102285 -0.00656558 7704 7704 23112 -0.00153996 0.0025048 -0.00160781 -0.0035058
2023.5 0.0132012 0.0136236 0.0138245 -0.00594806 0.0106329 -0.00566653 7704 7704 23112 -0.00145092 0.00259371 -0.00138225 -0.00861313
2025 0.013216 0.0136362 0.0138376 -0.00593026 0.0112535 -0.00465345 7704 7704 23112 -0.00144094 0.00273437 -0.0011307 -0.0145403
2026.5 0.0132312 0.0136492 0.0138513 -0.00680743 0.0109266 -0.00427558 7704 7704 23112 -0.00164759 0.00264453 -0.00103481 -0.0209419
2028 0.0132458 0.0136632 0.013865 -0.00831714 0.00983666 -0.00352341 7704 7704 23112 -0.00200506 0.00237137 -0.000849405 -0.0265444
2029.5 0.0132603 0.0136774 0.0138784 -0.00779191 0.00903676 -0.00267539 7704 7704 23112 -0.00187101 0.00216993 -0.000642421 -0.0315639
2031 0.0132745 0.0136921 0.013891 -0.00756887 0.00917424 -0.00109261 7704 7704 23112 -0.00181024 0.00219419 -0.000261318 -0.0358084
2032.5 0.0132886 0.0137068 0.013904 -0.00842865 0.00753575 0.000986934 7704 7704 23112 -0.00200784 0.00179513 0.000235103 -0.0366574
2034 0.0133023 0.0137217 0.0139183 -0.00760251 0.0060827 0.00198314 7704 7704 23112 -0.00180379 0.00144319 0.000470525 -0.0371345
2035.5 0.0133159 0.0137362 0.0139323 -0.00661251 0.00748709 0.00248818 7704 7704 23112 -0.00156259 0.00176926 0.000587977 -0.0390735
2037 0.0133293 0.0137497 0.0139462 -0.00682601 0.00835925 0.00399386 7704 7704 23112 -0.00160653 0.00196738 0.000939972 -0.0398523
2038.5 0.0133436 0.013764 0.0139594 -0.0074118 0.00839447 0.00492535 7704 7704 23112 -0.00173732 0.00196766 0.0011545 -0.0392363
2040 0.0133582 0.0137773 0.013973 -0.00738961 0.0086112 0.00538434 7704 7704 23112 -0.00172507 0.00201024 0.00125695 -0.0380704
2041.5 0.0133732 0.0137908 0.0139873 -0.00756094 0.009495 0.00589902 7704 7704 23112 -0.00175785 0.0022075 0.00137147 -0.0347416
2043 0.0133876 0.0138054 0.0140016 -0.00765657 0.0089418 0.00599123 7704 7704 23112 -0.00177277 0.00207035 0.00138718 -0.031885
2044.5 0.0134019 0.0138201 0.0140158 -0.00648298 0.00718902 0.00668317 7704 7704 23112 -0.00149485 0.00165765 0.00154101 -0.0281837
2046 0.0134158 0.0138352 0.0140296 -0.00663203 0.00634622 0.00804835 7704 7704 23112 -0.00152288 0.00145725 0.0018481 -0.024525
2047.5 0.0134297 0.0138502 0.0140441 -0.008659 0.00565423 0.00809735 7704 7704 23112 -0.00198005 0.00129295 0.00185162 -0.0218992
2049 0.013443 0.0138654 0.0140602 -0.00884228 0.00522277 0.00738529 7704 7704 23112 -0.00201351 0.0011893 0.00168173 -0.0149339
2050.5 0.0134565 0.0138802 0.0140759 -0.00706856 0.0056026 0.00704525 7704 7704 23112 -0.00160285 0.00127043 0.00159756 -0.00758158
2052 0.0134697 0.013894 0.0140918 -0.007016 0.00666543 0.00751494 7704 7704 23112 -0.00158422 0.00150506 0.00169688 -0.00198381
2053.5 0.0134838 0.0139086 0.0141072 -0.00811062 0.00731618 0.00696464 7704 7704 23112 -0.00182363 0.00164501 0.00156596 0.00532304
2055 0.013498 0.0139222 0.0141226 -0.00822214 0.00933765 0.00534844 7704 7704 23112 -0.00184084 0.00209059 0.00119745 0.0125457
2056.5 0.0135128 0.0139361 0.0141387 -0.00731536 0.0111548 0.00466254 7704 7704 23112 -0.00163082 0.00248675 0.00103942 0.0182086
2058 0.0135269 0.0139512 0.0141547 -0.00629818 0.0107464 0.0042036 7704 7704 23112 -0.00139803 0.00238541 0.00093309 0.0223234
2059.5 0.0135408 0.0139662 0.0141704 -0.00540405 0.00892783 0.00376883 7704 7704 23112 -0.00119439 0.0019732 0.000832974 0.0268352
2061 0.0135546 0.0139814 0.0141858 -0.00506631 0.00732261 0.00242362 7704 7704 23112 -0.00111489 0.00161141 0.00053334 0.0313946
