Freq(meV) DoS(Mn) DoS(O) DoS(Y) DoS(Total) JDoS
396.1 0.798908 0.789946 0.764 1.48238 0.818939
396.2 0.802938 0.786568 0.765614 1.48448 0.820188
396.3 0.806469 0.783355 0.767747 1.48704 0.818632
396.4 0.809347 0.780392 0.770267 1.4899 0.814078
396.5 0.811462 0.777745 0.773014 1.49284 0.806586
396.6 0.812751 0.775459 0.775814 1.49567 0.79649
396.7 0.813198 0.77356 0.778483 1.49817 0.784389
396.8 0.812837 0.772051 0.780848 1.50017 0.771113
396.9 0.81174 0.770915 0.78275 1.5015 0.757665
397 0.810016 0.77012 0.78406 1.50203 0.745149
397.1 0.807797 0.769617 0.784688 1.50171 0.734673
397.2 0.805231 0.76935 0.784587 1.50052 0.727261
397.3 0.802466 0.769256 0.783758 1.49847 0.723762
397.4 0.799648 0.769272 0.782252 1.49568 0.724765
397.5 0.796903 0.769336 0.780165 1.49226 0.730549
397.6 0.794337 0.769397 0.777633 1.4884 0.741041
397.7 0.792032 0.769411 0.774821 1.48431 0.755818
397.8 0.79004 0.769349 0.771915 1.48019 0.77413
397.9 0.788387 0.769194 0.769103 1.47628 0.794954
398 0.787075 0.768944 0.766569 1.47278 0.817072
398.1 0.786086 0.768609 0.764474 1.46987 0.839164
398.2 0.785389 0.76821 0.76295 1.46771 0.859914
398.3 0.784944 0.767777 0.762087 1.46638 0.87811
398.4 0.784707 0.767345 0.761928 1.46594 0.892742
398.5 0.784634 0.76695 0.762468 1.46639 0.903078
398.6 0.784687 0.766625 0.763658 1.46765 0.90872
398.7 0.78483 0.7664 0.765404 1.46961 0.909628
398.8 0.785036 0.766297 0.767579 1.47215 0.906118
398.9 0.785279 0.766327 0.770036 1.47507 0.898832
399 0.785537 0.766493 0.772616 1.47818 0.888679
399.1 0.785786 0.766789 0.775162 1.48131 0.876756
399.2 0.785999 0.7672 0.777532 1.48426 0.864263
399.3 0.786144 0.767704 0.779609 1.48689 0.8524
399.4 0.786179 0.768276 0.781309 1.48907 0.842277
399.5 0.786059 0.768891 0.782585 1.49072 0.83483
399.6 0.785732 0.769527 0.78343 1.49181 0.830751
399.7 0.785143 0.770165 0.78387 1.49233 0.830444
399.8 0.78424 0.770793 0.783967 1.49234 0.833999
399.9 0.782979 0.771405 0.783802 1.4919 0.841194
400 0.781327 0.772004 0.783471 1.49112 0.85152
400.1 0.779269 0.772597 0.783072 1.4901 0.864219
400.2 0.776814 0.773196 0.782696 1.48896 0.878351
400.3 0.773996 0.77381 0.782417 1.4878 0.892855
400.4 0.770878 0.774449 0.782286 1.4867 0.90663
400.5 0.767547 0.775113 0.782325 1.48573 0.918605
400.6 0.764115 0.775795 0.782527 1.48491 0.927804
400.7 0.760715 0.776474 0.782861 1.48426 0.933412
400.8 0.757487 0.777117 0.78327 1.48374 0.934816
400.9 0.754578 0.777678 0.783683 1.48331 0.931639
401 0.752126 0.778102 0.784023 1.48293 0.923756
401.1 0.750257 0.778325 0.784215 1.48252 0.911301
401.2 0.74907 0.778282 0.784194 1.48203 0.894652
401.3 0.748634 0.77791 0.783914 1.4814 0.874412
401.4 0.748982 0.777157 0.783353 1.4806 0.851376
401.5 0.750106 0.775988 0.782514 1.47962 0.826489
401.6 0.751959 0.774388 0.781428 1.47847 0.800803
401.7 0.754459 0.77237 0.780149 1.47719 0.775421
401.8 0.75749 0.769974 0.778748 1.47583 0.75145
401.9 0.760912 0.767273 0.777312 1.47446 0.729944
402 0.764572 0.764364 0.775927 1.47316 0.711855
402.1 0.768309 0.761368 0.774677 1.47201 0.697981
402.2 0.77197 0.758426 0.773635 1.47109 0.688925
402.3 0.775414 0.755682 0.772853 1.47046 0.685061
402.4 0.778525 0.753282 0.772362 1.47017 0.686507
402.5 0.781214 0.751361 0.772171 1.47024 0.693109
402.6 0.783426 0.750031 0.772263 1.47069 0.704448
402.7 0.785141 0.749375 0.772601 1.47148 0.719844
402.8 0.786373 0.749439 0.773135 1.47258 0.738399
402.9 0.787164 0.750231 0.773803 1.47395 0.759028
403 0.78758 0.751713 0.774542 1.47553 0.78053
403.1 0.787707 0.753809 0.775294 1.47724 0.801646
403.2 0.787637 0.756408 0.776009 1.47902 0.82114
403.3 0.787463 0.759372 0.776653 1.48083 0.837876
403.4 0.787272 0.762541 0.777208 1.4826 0.850888
403.5 0.787136 0.765753 0.777672 1.48431 0.859451
403.6 0.787108 0.768848 0.778058 1.48592 0.863128
403.7 0.78722 0.77168 0.778391 1.48743 0.861805
403.8 0.787477 0.774132 0.7787 1.48882 0.855702
403.9 0.787862 0.776118 0.779017 1.49008 0.845363
404 0.788337 0.777586 0.779367 1.49123 0.831618
404.1 0.788845 0.778529 0.779767 1.49224 0.815527
404.2 0.789319 0.778973 0.780218 1.49311 0.798309
404.3 0.789683 0.778978 0.780708 1.49381 0.78125
404.4 0.789862 0.778631 0.78121 1.49432 0.765615
404.5 0.789786 0.778034 0.781685 1.49461 0.752555
404.6 0.789393 0.777296 0.782083 1.49463 0.743023
404.7 0.788637 0.776526 0.782353 1.49436 0.737708
404.8 0.787488 0.775816 0.782445 1.49375 0.736987
404.9 0.785935 0.775244 0.782319 1.4928 0.740898
405 0.783985 0.774858 0.781947 1.49148 0.749147
405.1 0.781664 0.774682 0.781321 1.48981 0.761132
405.2 0.779017 0.774711 0.780453 1.48781 0.775997
405.3 0.776103 0.77492 0.779374 1.48554 0.792693
405.4 0.772994 0.77526 0.778137 1.48307 0.810069
405.5 0.769774 0.775675 0.776808 1.48048 0.826949
405.6 0.766535 0.776105 0.775466 1.47786 0.842222
405.7 0.763373 0.776492 0.774189 1.47534 0.854919
405.8 0.76039 0.776793 0.773056 1.47302 0.86427
405.9 0.757687 0.77698 0.772134 1.471 0.869752
406 0.755365 0.777046 0.771474 1.46938 0.871106
406.1 0.75352 0.777007 0.771107 1.46824 0.868339
406.2 0.75224 0.776898 0.771041 1.46764 0.861702
406.3 0.751605 0.776766 0.771262 1.4676 0.851647
406.4 0.75168 0.776671 0.771733 1.46813 0.83878
406.5 0.752511 0.776672 0.772398 1.46921 0.823793
406.6 0.754126 0.77682 0.773191 1.47079 0.807411
406.7 0.756524 0.777152 0.774038 1.4728 0.790324
406.8 0.759679 0.777683 0.774865 1.47516 0.773144
406.9 0.763531 0.778401 0.775605 1.47775 0.756367
407 0.767992 0.779269 0.776202 1.48047 0.740351
407.1 0.77294 0.780219 0.776619 1.4832 0.725311
407.2 0.778226 0.781166 0.776835 1.48583 0.711328
407.3 0.783678 0.782006 0.776853 1.48826 0.698374
407.4 0.789103 0.782632 0.776694 1.49038 0.686343
407.5 0.7943 0.782939 0.776393 1.49214 0.675088
407.6 0.799068 0.782841 0.776003 1.49348 0.664458
407.7 0.803215 0.782277 0.77558 1.49436 0.654339
407.8 0.806572 0.781222 0.775186 1.49479 0.644675
407.9 0.808999 0.77969 0.774877 1.49478 0.63549
408 0.810396 0.777739 0.774704 1.49437 0.626896
408.1 0.810711 0.77547 0.774706 1.49362 0.619087
408.2 0.809941 0.773019 0.774907 1.49262 0.612324
408.3 0.808137 0.770549 0.775316 1.49146 0.606913
408.4 0.8054 0.768239 0.775929 1.49023 0.603177
408.5 0.801877 0.766267 0.776723 1.48905 0.601422
408.6 0.79775 0.7648 0.777669 1.48799 0.601904
408.7 0.793229 0.763973 0.778727 1.48716 0.604808
408.8 0.788537 0.763883 0.779852 1.48662 0.61022
408.9 0.783898 0.764572 0.780998 1.48643 0.618116
409 0.779521 0.76603 0.782123 1.4866 0.628361
409.1 0.775592 0.768184 0.783188 1.48715 0.640706
409.2 0.77226 0.770909 0.784161 1.48803 0.654806
409.3 0.769633 0.774034 0.78502 1.4892 0.670236
409.4 0.767768 0.777354 0.785751 1.4906 0.686513
409.5 0.766677 0.780648 0.786348 1.49212 0.703122
409.6 0.766324 0.783692 0.786812 1.49368 0.71954
409.7 0.766634 0.786283 0.78715 1.49518 0.735259
409.8 0.767499 0.788252 0.787374 1.49652 0.749805
409.9 0.768793 0.78948 0.787496 1.49762 0.762754
410 0.770378 0.789907 0.787529 1.49843 0.773743
410.1 0.772119 0.78954 0.787483 1.4989 0.782478
410.2 0.773891 0.788451 0.787366 1.49903 0.788733
410.3 0.775593 0.78677 0.787182 1.49882 0.792359
410.4 0.77715 0.78468 0.786931 1.49833 0.793273
410.5 0.778517 0.782395 0.786609 1.49761 0.791467
410.6 0.779681 0.780149 0.786209 1.49674 0.787
410.7 0.780657 0.778168 0.785724 1.4958 0.780001
410.8 0.781486 0.77666 0.785145 1.49488 0.770668
410.9 0.782223 0.775788 0.784466 1.49405 0.759268
411 0.782935 0.775662 0.783683 1.49337 0.746134
411.1 0.783687 0.776326 0.782799 1.4929 0.731664
411.2 0.78454 0.777758 0.781823 1.49266 0.716314
411.3 0.785536 0.779864 0.780772 1.49264 0.700587
411.4 0.786704 0.782493 0.779669 1.49282 0.685018
411.5 0.788046 0.785446 0.778547 1.49318 0.670155
411.6 0.789544 0.788493 0.777447 1.49365 0.656535
411.7 0.79116 0.791395 0.776411 1.49419 0.644659
411.8 0.792837 0.793921 0.77549 1.49474 0.63496
411.9 0.794508 0.79587 0.774732 1.49526 0.627778
412 0.796101 0.797089 0.774182 1.4957 0.623334
412.1 0.797543 0.797483 0.77388 1.49606 0.621711
412.2 0.79877 0.797026 0.773856 1.49632 0.622839
412.3 0.79973 0.795765 0.774127 1.49652 0.626495
412.4 0.800386 0.793809 0.774694 1.49667 0.632307
412.5 0.80072 0.791329 0.775541 1.49682 0.639773
412.6 0.800733 0.788536 0.776636 1.49702 0.648286
412.7 0.800441 0.785668 0.777927 1.49729 0.657173
412.8 0.799875 0.782966 0.779349 1.49767 0.665734
412.9 0.799077 0.780659 0.780825 1.49817 0.673288
413 0.79809 0.778937 0.78227 1.4988 0.679222
413.1 0.796963 0.777946 0.783596 1.49951 0.683029
413.2 0.795737 0.777764 0.784721 1.50026 0.68435
413.3 0.794448 0.778406 0.785572 1.50099 0.682998
413.4 0.793122 0.779816 0.786089 1.50161 0.678974
413.5 0.791776 0.781876 0.786234 1.50205 0.672474
413.6 0.790416 0.784413 0.785992 1.50222 0.66388
413.7 0.789041 0.787217 0.785372 1.50206 0.653738
413.8 0.787646 0.790056 0.78441 1.50151 0.642724
413.9 0.786224 0.792696 0.783163 1.50054 0.631611
414 0.784767 0.794918 0.781711 1.49917 0.621219
414.1 0.783276 0.796537 0.780145 1.49742 0.612371
414.2 0.781756 0.797412 0.778565 1.49537 0.605842
414.3 0.780224 0.797461 0.777074 1.49309 0.602323
414.4 0.778702 0.796661 0.775766 1.49071 0.60238
414.5 0.777226 0.795049 0.774722 1.48833 0.606428
414.6 0.775833 0.792719 0.774005 1.48609 0.614714
414.7 0.774567 0.789813 0.773653 1.48409 0.627303
414.8 0.773471 0.786505 0.773679 1.48244 0.644084
414.9 0.772584 0.782991 0.77407 1.48121 0.664775
415 0.771939 0.779473 0.774788 1.48044 0.68894
415.1 0.771556 0.776145 0.775772 1.48015 0.716009
415.2 0.771442 0.773179 0.776947 1.48032 0.745303
415.3 0.771592 0.770715 0.778226 1.4809 0.776061
415.4 0.771982 0.768856 0.779519 1.48182 0.807468
415.5 0.772576 0.767663 0.78074 1.48299 0.838679
415.6 0.773323 0.767153 0.781814 1.48431 0.868853
415.7 0.774163 0.767306 0.782676 1.48568 0.897173
415.8 0.775031 0.768069 0.783285 1.487 0.922875
415.9 0.775857 0.769358 0.783616 1.48819 0.945271
416 0.776573 0.771077 0.783667 1.48918 0.963775
416.1 0.777117 0.773116 0.783455 1.48992 0.977921
416.2 0.777435 0.775365 0.78301 1.49039 0.98739
416.3 0.777483 0.777716 0.78238 1.49058 0.992024
416.4 0.777233 0.780075 0.781615 1.49051 0.991844
416.5 0.776672 0.782357 0.780771 1.4902 0.987057
416.6 0.775801 0.784494 0.779901 1.48969 0.978058
416.7 0.774638 0.786433 0.779054 1.48902 0.965428
416.8 0.773216 0.788134 0.778269 1.48822 0.949914
416.9 0.771581 0.789569 0.777575 1.48735 0.932402
417 0.769794 0.790724 0.77699 1.48644 0.913885
417.1 0.767921 0.791587 0.776523 1.48552 0.895412
417.2 0.766038 0.792159 0.776172 1.48461 0.878039
417.3 0.764226 0.792444 0.775929 1.48375 0.862766
417.4 0.762565 0.792448 0.775782 1.48295 0.85048
417.5 0.761133 0.792187 0.775718 1.48223 0.8419
417.6 0.760002 0.791679 0.775721 1.48161 0.837525
417.7 0.759236 0.790946 0.775782 1.48111 0.837602
417.8 0.758885 0.790016 0.775889 1.48074 0.842098
417.9 0.758983 0.788923 0.776038 1.48053 0.850704
418 0.759547 0.7877 0.776224 1.48049 0.862844
418.1 0.760572 0.786385 0.776445 1.48063 0.877711
418.2 0.762031 0.785014 0.776699 1.48096 0.89432
418.3 0.763879 0.783621 0.776984 1.48146 0.911572
418.4 0.766047 0.782232 0.777294 1.48211 0.928328
418.5 0.768452 0.780868 0.777618 1.48288 0.943486
418.6 0.770994 0.779537 0.777944 1.48372 0.956055
418.7 0.773567 0.778241 0.778252 1.48456 0.965222
418.8 0.776059 0.776969 0.778521 1.48533 0.970403
418.9 0.778364 0.775703 0.778728 1.48597 0.971273
419 0.780383 0.774423 0.778846 1.48638 0.967781
419.1 0.782032 0.773103 0.778854 1.48652 0.96014
419.2 0.783249 0.771726 0.778731 1.48632 0.948792
419.3 0.783996 0.770279 0.778463 1.48574 0.934363
419.4 0.784261 0.768766 0.778042 1.48478 0.917599
419.5 0.78406 0.767203 0.777468 1.48345 0.899299
419.6 0.783434 0.765628 0.776749 1.48179 0.880245
419.7 0.782449 0.764094 0.775901 1.47985 0.861139
419.8 0.781188 0.762672 0.774947 1.47773 0.842553
419.9 0.779744 0.761444 0.773914 1.47553 0.824893
420 0.778218 0.760501 0.772835 1.47335 0.808385
420.1 0.776707 0.75993 0.771743 1.4713 0.793081
420.2 0.775301 0.759812 0.770671 1.46949 0.778882
420.3 0.774071 0.76021 0.769647 1.468 0.765583
420.4 0.773072 0.761164 0.768699 1.4669 0.752918
420.5 0.772335 0.762684 0.767848 1.46622 0.74062
420.6 0.771866 0.764746 0.767108 1.46598 0.728479
420.7 0.771649 0.767292 0.766488 1.46616 0.716382
420.8 0.771647 0.770232 0.765991 1.46672 0.704351
420.9 0.771809 0.773445 0.765616 1.46757 0.692557
421 0.772073 0.776789 0.765356 1.46865 0.681317
421.1 0.772371 0.78011 0.765202 1.46986 0.671069
421.2 0.77264 0.783253 0.765143 1.4711 0.662331
421.3 0.772824 0.786067 0.765167 1.47227 0.655645
421.4 0.772881 0.788425 0.765261 1.4733 0.651518
421.5 0.772785 0.790223 0.765413 1.47412 0.650356
421.6 0.772529 0.791393 0.765611 1.4747 0.652409
421.7 0.772123 0.791908 0.765847 1.47501 0.657726
421.8 0.771596 0.791777 0.766111 1.47506 0.666128
421.9 0.770991 0.791049 0.766395 1.47488 0.677208
422 0.77036 0.789807 0.766692 1.4745 0.690344
422.1 0.769761 0.788158 0.766997 1.474 0.704742
422.2 0.769251 0.786227 0.767304 1.47341 0.719494
422.3 0.76888 0.784145 0.767607 1.47283 0.733648
422.4 0.768692 0.782042 0.7679 1.47229 0.746289
422.5 0.768712 0.780035 0.768178 1.47184 0.756613
422.6 0.768955 0.778218 0.768433 1.47154 0.763993
422.7 0.769414 0.776662 0.768658 1.47138 0.768037
422.8 0.770069 0.775409 0.768847 1.47136 0.768612
422.9 0.770883 0.774468 0.76899 1.47148 0.765857
423 0.77181 0.773821 0.769079 1.47169 0.760162
423.1 0.772793 0.773427 0.769104 1.47194 0.752127
423.2 0.773773 0.773224 0.769057 1.47218 0.742505
423.3 0.774688 0.77314 0.768928 1.47235 0.732124
423.4 0.775485 0.773097 0.768712 1.47239 0.72181
423.5 0.776115 0.773022 0.768404 1.47225 0.712309
423.6 0.776541 0.772848 0.768005 1.47189 0.70422
423.7 0.776741 0.772524 0.767518 1.47129 0.697938
423.8 0.776707 0.772016 0.766957 1.47044 0.693628
423.9 0.776444 0.77131 0.766339 1.46936 0.691212
424 0.775974 0.77041 0.765691 1.46809 0.690388
424.1 0.775333 0.76934 0.765049 1.4667 0.690668
424.2 0.774566 0.768139 0.764455 1.46527 0.691433
424.3 0.773728 0.766859 0.763958 1.46389 0.692001
424.4 0.77288 0.765559 0.763611 1.46267 0.6917
424.5 0.772083 0.764304 0.76347 1.46173 0.689938
424.6 0.7714 0.763158 0.763588 1.46117 0.686262
424.7 0.770886 0.762182 0.764012 1.46108 0.680404
424.8 0.770589 0.761432 0.764779 1.46156 0.672306
424.9 0.770545 0.760953 0.765915 1.46266 0.662125
425 0.770774 0.760784 0.767427 1.46442 0.650211
425.1 0.771283 0.760948 0.769303 1.46683 0.637075
425.2 0.77206 0.761459 0.771513 1.46985 0.623337
425.3 0.773076 0.762316 0.774006 1.47342 0.609665
425.4 0.774284 0.763506 0.776711 1.47744 0.596709
425.5 0.775626 0.765005 0.779544 1.48177 0.58505
425.6 0.77703 0.766773 0.782409 1.48626 0.575145
425.7 0.778419 0.768759 0.785205 1.49076 0.567297
425.8 0.779714 0.770903 0.787831 1.49508 0.561634
425.9 0.780837 0.773133 0.790194 1.49907 0.558118
426 0.781723 0.775373 0.792214 1.50258 0.556559
426.1 0.782318 0.777541 0.793826 1.50548 0.556648
426.2 0.782589 0.779556 0.794991 1.50769 0.55801
426.3 0.782524 0.781341 0.79569 1.50915 0.560244
426.4 0.782134 0.782827 0.79593 1.50984 0.562979
426.5 0.781455 0.783961 0.795743 1.5098 0.565914
426.6 0.780545 0.784706 0.795176 1.50909 0.56885
426.7 0.779479 0.785048 0.794294 1.5078 0.571713
426.8 0.778346 0.784998 0.793172 1.50606 0.574553
426.9 0.777241 0.784591 0.791886 1.50401 0.577538
427 0.776258 0.783888 0.79051 1.50179 0.580921
427.1 0.775482 0.782974 0.789109 1.49954 0.585013
427.2 0.774982 0.781948 0.787735 1.49738 0.590137
427.3 0.774807 0.780925 0.786425 1.49542 0.596589
427.4 0.774977 0.780018 0.785197 1.49373 0.604594
427.5 0.775487 0.779341 0.784054 1.49236 0.614281
427.6 0.776303 0.778991 0.782986 1.49132 0.625658
427.7 0.777367 0.779044 0.781972 1.49058 0.638608
427.8 0.778599 0.779546 0.780985 1.49011 0.652894
427.9 0.77991 0.780513 0.78 1.48985 0.668175
428 0.781202 0.781922 0.778997 1.48973 0.684041
428.1 0.782385 0.783714 0.777967 1.48969 0.700039
428.2 0.783381 0.785797 0.776913 1.48966 0.715719
428.3 0.784133 0.788056 0.775854 1.4896 0.730665
428.4 0.784608 0.790352 0.774825 1.48947 0.744528
428.5 0.784808 0.792541 0.773872 1.48929 0.757049
428.6 0.78476 0.794483 0.773052 1.48908 0.768071
428.7 0.784524 0.796049 0.772426 1.48887 0.777539
428.8 0.784182 0.797136 0.772052 1.48873 0.785495
428.9 0.783832 0.797675 0.771982 1.48872 0.792051
429 0.783581 0.797636 0.772249 1.48891 0.797374
429.1 0.783531 0.79703 0.772872 1.48938 0.801649
429.2 0.783775 0.795912 0.773842 1.49015 0.805055
429.3 0.784382 0.794375 0.775127 1.49127 0.807737
429.4 0.785394 0.792542 0.776669 1.49272 0.80979
429.5 0.786817 0.790559 0.778388 1.49448 0.811244
429.6 0.788623 0.788582 0.780188 1.49648 0.812065
429.7 0.790746 0.786764 0.78196 1.49862 0.812159
429.8 0.793092 0.785243 0.783591 1.50081 0.81139
429.9 0.795539 0.784134 0.784974 1.5029 0.809599
430 0.797952 0.783514 0.786013 1.50478 0.806629
430.1 0.800187 0.783419 0.786632 1.50631 0.802352
430.2 0.802108 0.783842 0.786782 1.50737 0.796692
430.3 0.803591 0.784731 0.786443 1.50789 0.789642
430.4 0.80454 0.785995 0.785625 1.5078 0.781282
430.5 0.804888 0.78751 0.784372 1.50707 0.771778
430.6 0.804606 0.789131 0.782751 1.50573 0.761383
430.7 0.803704 0.790702 0.780856 1.50381 0.750424
430.8 0.802229 0.792068 0.778796 1.50141 0.739286
430.9 0.800262 0.793088 0.776686 1.49863 0.728388
431 0.797912 0.793649 0.774643 1.49561 0.718158
431.1 0.79531 0.79367 0.772776 1.49248 0.709009
431.2 0.792595 0.793109 0.771178 1.4894 0.701308
431.3 0.789912 0.791971 0.769919 1.4865 0.695361
431.4 0.787394 0.7903 0.769046 1.4839 0.69139
431.5 0.785162 0.788182 0.768576 1.4817 0.689524
431.6 0.783311 0.785732 0.768499 1.47997 0.689792
431.7 0.78191 0.783091 0.768782 1.47875 0.692122
431.8 0.780998 0.78041 0.769366 1.47804 0.696348
431.9 0.78058 0.777843 0.770179 1.47783 0.702217
432 0.780631 0.775532 0.771138 1.47807 0.709404
432.1 0.7811 0.773602 0.772155 1.47868 0.717532
432.2 0.781911 0.772148 0.773148 1.47957 0.726183
432.3 0.78297 0.771234 0.774042 1.48065 0.734926
432.4 0.784174 0.770884 0.774778 1.48182 0.743333
432.5 0.785413 0.77109 0.775313 1.48298 0.751
432.6 0.786577 0.771809 0.775624 1.48406 0.757568
432.7 0.787568 0.772968 0.775711 1.48498 0.762736
432.8 0.788297 0.774475 0.775587 1.48569 0.766284
432.9 0.788693 0.776223 0.775287 1.48617 0.768078
433 0.788707 0.778099 0.774856 1.4864 0.768081
433.1 0.788312 0.779993 0.774346 1.48638 0.766361
433.2 0.787506 0.781805 0.773814 1.48616 0.76308
433.3 0.786309 0.783451 0.773314 1.48576 0.758495
433.4 0.784764 0.784866 0.772895 1.48523 0.752937
433.5 0.782934 0.786008 0.772593 1.48462 0.746794
433.6 0.780897 0.786855 0.772435 1.48398 0.740481
433.7 0.778743 0.787407 0.77243 1.48337 0.734416
433.8 0.776568 0.78768 0.772573 1.4828 0.728982
433.9 0.774467 0.787705 0.772845 1.48232 0.724498
434 0.77253 0.78752 0.773213 1.48193 0.721186
434.1 0.770837 0.787169 0.773634 1.48163 0.719152
434.2 0.769451 0.786693 0.77406 1.48141 0.718369
434.3 0.768415 0.786133 0.774439 1.48124 0.718668
434.4 0.767752 0.785523 0.774721 1.48107 0.719752
434.5 0.767461 0.784889 0.774863 1.48088 0.721208
434.6 0.767517 0.78425 0.77483 1.48062 0.722545
434.7 0.767879 0.783617 0.774601 1.48026 0.72323
434.8 0.768489 0.782997 0.77417 1.47976 0.722739
434.9 0.769277 0.782393 0.773547 1.47911 0.720612
435 0.77017 0.781805 0.77276 1.47833 0.716502
435.1 0.771098 0.781233 0.771849 1.47742 0.710219
435.2 0.771998 0.78068 0.770873 1.47643 0.701772
435.3 0.772819 0.78015 0.769897 1.47543 0.69139
435.4 0.773527 0.779648 0.768995 1.47447 0.679522
435.5 0.774107 0.779182 0.768243 1.47365 0.666832
435.6 0.774562 0.77876 0.767714 1.47306 0.65416
435.7 0.774909 0.778392 0.767474 1.47278 0.642474
435.8 0.775178 0.778082 0.767576 1.47288 0.632807
435.9 0.775405 0.777834 0.768056 1.47342 0.626181
436 0.775625 0.777646 0.768933 1.47444 0.62353
436.1 0.775865 0.777514 0.770201 1.47593 0.625618
436.2 0.776141 0.777426 0.771836 1.47788 0.632975
436.3 0.776449 0.77737 0.773787 1.48021 0.64584
436.4 0.776768 0.777332 0.775989 1.48284 0.664123
436.5 0.777053 0.777297 0.778357 1.48565 0.68739
436.6 0.777245 0.777255 0.780795 1.4885 0.714876
436.7 0.777271 0.777198 0.7832 1.49124 0.745517
436.8 0.777053 0.777128 0.785472 1.49374 0.778002
436.9 0.776521 0.777052 0.787513 1.49584 0.810855
437 0.775615 0.776987 0.789237 1.49745 0.842517
437.1 0.7743 0.776958 0.790577 1.49847 0.871442
437.2 0.772576 0.776995 0.791486 1.49887 0.896191
437.3 0.770476 0.777131 0.791939 1.49864 0.915522
437.4 0.768076 0.777402 0.791937 1.49782 0.928463
437.5 0.76549 0.777836 0.791507 1.49651 0.934371
437.6 0.762864 0.778458 0.790696 1.49481 0.93297
437.7 0.760372 0.779279 0.789572 1.49289 0.924358
437.8 0.758197 0.780296 0.788216 1.49089 0.908999
437.9 0.756521 0.78149 0.786717 1.48899 0.887689
438 0.755508 0.782822 0.785166 1.48733 0.861502
438.1 0.755289 0.78424 0.783652 1.48606 0.831721
438.2 0.755948 0.785673 0.782252 1.48525 0.799759
438.3 0.757512 0.78704 0.781031 1.48497 0.767077
438.4 0.759943 0.788252 0.780033 1.48522 0.735105
438.5 0.76314 0.789218 0.779284 1.48595 0.705162
438.6 0.766939 0.789851 0.778788 1.48708 0.678397
438.7 0.771126 0.790073 0.778532 1.48847 0.655737
438.8 0.775449 0.789824 0.778482 1.48996 0.637853
438.9 0.779633 0.789062 0.778594 1.4914 0.625143
439 0.783405 0.787772 0.778813 1.4926 0.617735
439.1 0.786514 0.785963 0.779084 1.49341 0.6155
439.2 0.788744 0.783674 0.77935 1.49369 0.618079
439.3 0.78994 0.78097 0.779563 1.49336 0.624925
439.4 0.790013 0.777941 0.779685 1.49237 0.635343
439.5 0.788954 0.774694 0.779689 1.49073 0.648542
439.6 0.786829 0.771356 0.779566 1.4885 0.663681
439.7 0.783781 0.768057 0.779319 1.48579 0.679914
439.8 0.780016 0.764935 0.778966 1.48276 0.696435
439.9 0.775786 0.762117 0.778535 1.47957 0.712508
440 0.771376 0.759723 0.778063 1.47643 0.727495
440.1 0.767077 0.757854 0.777589 1.47353 0.740877
440.2 0.763168 0.756587 0.777152 1.47105 0.752262
440.3 0.759895 0.755974 0.776787 1.46915 0.761391
440.4 0.757452 0.756037 0.776522 1.46794 0.768134
440.5 0.755971 0.756766 0.776372 1.46748 0.772482
440.6 0.755509 0.758124 0.776342 1.46779 0.77453
440.7 0.756053 0.760043 0.776425 1.46882 0.774467
440.8 0.757515 0.762431 0.776601 1.4705 0.772551
440.9 0.759748 0.765174 0.776841 1.47267 0.769095
441 0.762552 0.768144 0.77711 1.47519 0.764444
441.1 0.765698 0.771204 0.777367 1.47785 0.758961
441.2 0.768938 0.774215 0.777572 1.48047 0.753007
441.3 0.772032 0.777042 0.777688 1.48287 0.746929
441.4 0.774756 0.779563 0.777683 1.48487 0.74105
441.5 0.776926 0.78167 0.777536 1.48633 0.73566
441.6 0.778404 0.783283 0.777233 1.48716 0.731012
441.7 0.779106 0.784345 0.776774 1.48731 0.727317
441.8 0.779005 0.78483 0.776167 1.48676 0.724747
441.9 0.778132 0.784743 0.775432 1.48555 0.723432
442 0.776567 0.784117 0.774598 1.48376 0.723467
442.1 0.77443 0.783012 0.773698 1.48149 0.724907
442.2 0.771871 0.781513 0.77277 1.47888 0.727778
442.3 0.769055 0.779719 0.771855 1.47607 0.73207
442.4 0.766152 0.777741 0.77099 1.47321 0.73774
442.5 0.763319 0.775694 0.770212 1.47046 0.744711
442.6 0.760695 0.773685 0.769551 1.46793 0.75287
442.7 0.758387 0.771813 0.769032 1.46574 0.762062
442.8 0.756469 0.770159 0.768675 1.46397 0.772094
442.9 0.754978 0.768782 0.768492 1.46266 0.782729
443 0.753914 0.767717 0.768488 1.46184 0.793691
443.1 0.753243 0.766971 0.768663 1.4615 0.804665
443.2 0.752906 0.766532 0.769013 1.46161 0.815312
443.3 0.752827 0.766363 0.769527 1.4621 0.825275
443.4 0.752916 0.766415 0.770192 1.46292 0.834198
443.5 0.753085 0.766626 0.770992 1.46398 0.841743
443.6 0.753252 0.766935 0.771908 1.46521 0.847614
443.7 0.753353 0.767282 0.77292 1.46654 0.851573
443.8 0.753341 0.767621 0.774006 1.46791 0.853467
443.9 0.753194 0.767917 0.775146 1.46927 0.853236
444 0.752917 0.768157 0.776317 1.4706 0.850931
444.1 0.752537 0.768343 0.777499 1.47188 0.846712
444.2 0.752101 0.768498 0.778674 1.47312 0.840847
444.3 0.751673 0.768657 0.779823 1.47433 0.8337
444.4 0.751324 0.768864 0.780932 1.47555 0.825703
