Freq(meV) DoS(Mn) DoS(O) DoS(Y) DoS(Total) JDoS
444.5 0.751127 0.769165 0.781991 1.4768 0.817337
444.6 0.751149 0.7696 0.78299 1.47812 0.809089
444.7 0.751443 0.770198 0.783926 1.47954 0.801422
444.8 0.752042 0.770966 0.784798 1.48106 0.794736
444.9 0.752958 0.77189 0.785606 1.48269 0.789337
445 0.754175 0.77293 0.786353 1.48441 0.785415
445.1 0.755652 0.774019 0.787042 1.48617 0.783022
445.2 0.757326 0.775069 0.787674 1.48794 0.782077
445.3 0.759114 0.775977 0.788249 1.48963 0.782369
445.4 0.760921 0.776628 0.788763 1.49116 0.783578
445.5 0.76265 0.776913 0.789205 1.49243 0.785313
445.6 0.764204 0.776733 0.789562 1.49337 0.787145
445.7 0.765503 0.776012 0.789815 1.49388 0.788657
445.8 0.766483 0.774706 0.789941 1.4939 0.789484
445.9 0.76711 0.772811 0.789916 1.49338 0.789358
446 0.767379 0.770366 0.789717 1.49232 0.78814
446.1 0.767317 0.767451 0.789322 1.49073 0.785838
446.2 0.766983 0.764192 0.788716 1.48867 0.782617
446.3 0.766462 0.760745 0.787894 1.48621 0.778785
446.4 0.765861 0.757291 0.786861 1.48348 0.77477
446.5 0.765297 0.754023 0.785636 1.48061 0.77108
446.6 0.764889 0.751133 0.784252 1.47776 0.768254
446.7 0.764748 0.748793 0.782753 1.4751 0.766805
446.8 0.764964 0.747147 0.781195 1.47277 0.767163
446.9 0.765601 0.746295 0.779642 1.47091 0.769625
447 0.766686 0.746285 0.778162 1.46962 0.774309
447.1 0.768205 0.74711 0.776819 1.46898 0.781131
447.2 0.770107 0.748703 0.775671 1.469 0.789791
447.3 0.7723 0.750943 0.774763 1.46965 0.799786
447.4 0.774664 0.753662 0.77412 1.47085 0.810438
447.5 0.777051 0.756657 0.773746 1.47248 0.820942
447.6 0.779307 0.759702 0.773621 1.47436 0.830427
447.7 0.781274 0.762565 0.7737 1.4763 0.838021
447.8 0.782811 0.765021 0.773914 1.47807 0.842931
447.9 0.783799 0.766873 0.774176 1.47945 0.844503
448 0.784158 0.767962 0.774385 1.48025 0.842282
448.1 0.783847 0.768177 0.774433 1.48026 0.836057
448.2 0.782871 0.767465 0.774216 1.47937 0.825875
448.3 0.781283 0.765831 0.773641 1.47748 0.812046
448.4 0.779176 0.763339 0.772635 1.47457 0.795117
448.5 0.776677 0.760108 0.771152 1.47068 0.77583
448.6 0.773937 0.756301 0.76918 1.46592 0.755058
448.7 0.771119 0.752116 0.766744 1.46046 0.733736
448.8 0.768385 0.747772 0.763908 1.4545 0.712782
448.9 0.76588 0.743496 0.76077 1.44832 0.693024
449 0.763727 0.739509 0.75746 1.44218 0.675137
449.1 0.762013 0.736011 0.754134 1.43638 0.659588
449.2 0.760783 0.733176 0.750959 1.43119 0.646615
449.3 0.760044 0.731136 0.748107 1.42686 0.63621
449.4 0.75976 0.729981 0.745741 1.4236 0.628143
449.5 0.75986 0.729754 0.744005 1.42156 0.621997
449.6 0.760249 0.730451 0.743013 1.42084 0.617219
449.7 0.760813 0.732024 0.742839 1.42145 0.613191
449.8 0.761436 0.734387 0.743515 1.42337 0.6093
449.9 0.762006 0.73742 0.745022 1.42647 0.605002
450 0.76243 0.74098 0.747299 1.4306 0.599887
450.1 0.762641 0.744907 0.750236 1.43555 0.593721
450.2 0.762602 0.749035 0.75369 1.44107 0.586465
450.3 0.762309 0.753197 0.757485 1.44689 0.578279
450.4 0.761793 0.757236 0.761432 1.45276 0.569499
450.5 0.761112 0.76101 0.765333 1.45841 0.56059
450.6 0.760345 0.764397 0.768996 1.46361 0.552089
450.7 0.759587 0.767298 0.772249 1.46816 0.544533
450.8 0.758934 0.769642 0.774944 1.47189 0.538386
450.9 0.758479 0.771386 0.77697 1.47471 0.533969
451 0.758299 0.772514 0.778258 1.47655 0.531405
451.1 0.758451 0.773039 0.778779 1.4774 0.530585
451.2 0.758965 0.772996 0.778552 1.47732 0.53115
451.3 0.759847 0.772443 0.777632 1.47639 0.532509
451.4 0.761073 0.771455 0.77611 1.47474 0.533881
451.5 0.7626 0.770122 0.774107 1.47252 0.534358
451.6 0.764364 0.768539 0.77176 1.4699 0.532988
451.7 0.766294 0.766807 0.769218 1.46706 0.528874
451.8 0.768316 0.765025 0.766631 1.46419 0.521274
451.9 0.770357 0.763282 0.764139 1.46145 0.509687
452 0.77236 0.76166 0.76187 1.45899 0.493938
452.1 0.774278 0.760222 0.759929 1.45695 0.474228
452.2 0.776085 0.759019 0.758398 1.45543 0.451156
452.3 0.777772 0.758079 0.757332 1.45449 0.425712
452.4 0.779347 0.757411 0.756757 1.45418 0.399231
452.5 0.780827 0.75701 0.756676 1.4545 0.373311
452.6 0.782239 0.756851 0.757068 1.45542 0.349712
452.7 0.783608 0.756898 0.757893 1.45691 0.330226
452.8 0.784957 0.757108 0.759098 1.45889 0.316543
452.9 0.786294 0.757433 0.760617 1.46126 0.310111
453 0.787615 0.757826 0.762381 1.46394 0.312017
453.1 0.7889 0.758245 0.764315 1.46681 0.322877
453.2 0.790108 0.75866 0.766348 1.46976 0.342773
453.3 0.791189 0.759051 0.76841 1.47268 0.371215
453.4 0.792076 0.759412 0.770433 1.47548 0.407155
453.5 0.792703 0.759754 0.772356 1.47805 0.449034
453.6 0.793003 0.760099 0.774121 1.48032 0.494877
453.7 0.792919 0.76048 0.775675 1.48221 0.542417
453.8 0.79241 0.760941 0.776967 1.48368 0.589243
453.9 0.791457 0.761527 0.777953 1.48466 0.632962
454 0.790069 0.762281 0.778592 1.48515 0.671361
454.1 0.788282 0.763242 0.778848 1.48513 0.702564
454.2 0.786161 0.764437 0.778695 1.4846 0.725151
454.3 0.783798 0.765878 0.778115 1.48359 0.738261
454.4 0.781304 0.767562 0.777102 1.48212 0.741643
454.5 0.778805 0.769466 0.775667 1.48025 0.735668
454.6 0.776433 0.77155 0.773837 1.47804 0.721294
454.7 0.774317 0.773756 0.771658 1.47558 0.69999
454.8 0.772575 0.776012 0.769196 1.47295 0.673624
454.9 0.771302 0.778239 0.766538 1.47027 0.644322
455 0.77057 0.780351 0.763786 1.46764 0.614317
455.1 0.770416 0.782263 0.761057 1.46519 0.585787
455.2 0.770842 0.783899 0.758477 1.46302 0.560709
455.3 0.771815 0.785191 0.756174 1.46124 0.540725
455.4 0.773267 0.786092 0.754272 1.45996 0.527048
455.5 0.7751 0.786574 0.752883 1.45926 0.520394
455.6 0.777193 0.786633 0.752099 1.45918 0.520961
455.7 0.779407 0.786291 0.751987 1.45977 0.52845
455.8 0.781597 0.785592 0.752582 1.46102 0.54212
455.9 0.783617 0.784608 0.753885 1.46291 0.560875
456 0.785331 0.783428 0.755861 1.46537 0.58338
456.1 0.786623 0.782159 0.758439 1.46834 0.608188
456.2 0.787398 0.780919 0.761518 1.47169 0.633866
456.3 0.787596 0.77983 0.764973 1.47531 0.659116
456.4 0.787186 0.779013 0.76866 1.47906 0.682878
456.5 0.786175 0.778578 0.772426 1.48283 0.704407
456.6 0.784605 0.778622 0.776119 1.48648 0.723312
456.7 0.782551 0.779216 0.779598 1.4899 0.739569
456.8 0.780116 0.780403 0.782741 1.49303 0.753491
456.9 0.777424 0.782195 0.785448 1.49579 0.765677
457 0.774619 0.784567 0.787652 1.49815 0.776925
457.1 0.77185 0.787454 0.789317 1.5001 0.78814
457.2 0.769265 0.790759 0.790437 1.50166 0.800225
457.3 0.767004 0.794347 0.791036 1.50285 0.813977
457.4 0.765193 0.79806 0.791159 1.50372 0.83
457.5 0.763929 0.801716 0.790868 1.5043 0.848631
457.6 0.763281 0.805122 0.790235 1.50463 0.869892
457.7 0.763285 0.808087 0.789332 1.50473 0.893473
457.8 0.763938 0.810428 0.788224 1.5046 0.918746
457.9 0.765198 0.811989 0.786967 1.50424 0.944804
458 0.76699 0.812645 0.785599 1.50361 0.970528
458.1 0.769203 0.812315 0.784144 1.50266 0.994666
458.2 0.7717 0.810973 0.782608 1.50134 1.01593
458.3 0.774326 0.808644 0.780986 1.49959 1.03309
458.4 0.776912 0.805413 0.779266 1.49738 1.04507
458.5 0.779288 0.80142 0.777431 1.49466 1.05102
458.6 0.781294 0.796848 0.775472 1.49143 1.05036
458.7 0.782786 0.791922 0.773389 1.48773 1.04287
458.8 0.783646 0.786888 0.771196 1.48363 1.02863
458.9 0.78379 0.782001 0.768927 1.47921 1.00808
459 0.783175 0.777505 0.766634 1.47463 0.981937
459.1 0.781797 0.773621 0.764386 1.47005 0.951173
459.2 0.779697 0.770527 0.762262 1.46563 0.916937
459.3 0.776953 0.768348 0.760349 1.46156 0.880493
459.4 0.773681 0.767144 0.758733 1.458 0.843141
459.5 0.770024 0.766909 0.757487 1.45508 0.806153
459.6 0.766144 0.767569 0.756667 1.45291 0.770707
459.7 0.762212 0.768987 0.756303 1.45153 0.737838
459.8 0.758399 0.770978 0.756393 1.45094 0.708402
459.9 0.754862 0.773317 0.756903 1.45107 0.68305
460 0.751738 0.775763 0.757764 1.4518 0.662217
460.1 0.749131 0.778074 0.758881 1.45296 0.646128
460.2 0.747113 0.780029 0.760134 1.45437 0.634803
460.3 0.745714 0.781444 0.761389 1.45582 0.628082
460.4 0.744924 0.782187 0.762512 1.45709 0.625646
460.5 0.744697 0.782186 0.763376 1.45799 0.627045
460.6 0.744953 0.781437 0.763875 1.45837 0.631732
460.7 0.745584 0.780001 0.763932 1.45813 0.639086
460.8 0.746465 0.777997 0.763508 1.45722 0.648449
460.9 0.747464 0.775589 0.762601 1.45564 0.65915
461 0.74845 0.772974 0.761256 1.45348 0.670538
461.1 0.749303 0.770358 0.759552 1.45085 0.682005
461.2 0.749924 0.76794 0.757601 1.44793 0.693017
461.3 0.75024 0.765895 0.755538 1.4449 0.703132
461.4 0.75021 0.764354 0.753507 1.44198 0.712024
461.5 0.749827 0.763398 0.751653 1.43934 0.719495
461.6 0.749119 0.763048 0.750108 1.43717 0.725488
461.7 0.748143 0.763266 0.748977 1.43558 0.730081
461.8 0.746987 0.763961 0.748338 1.43467 0.733481
461.9 0.745754 0.765001 0.748228 1.43447 0.736006
462 0.744564 0.766225 0.748647 1.43497 0.73805
462.1 0.743539 0.767466 0.749558 1.43609 0.740051
462.2 0.742798 0.768566 0.750893 1.43776 0.742447
462.3 0.742448 0.769395 0.752559 1.43985 0.74562
462.4 0.742576 0.769866 0.75445 1.44225 0.749863
462.5 0.743247 0.769943 0.756456 1.44483 0.75533
462.6 0.744499 0.769649 0.758477 1.44751 0.762008
462.7 0.746339 0.769063 0.760426 1.45022 0.769708
462.8 0.748748 0.768309 0.762239 1.45293 0.778059
462.9 0.751678 0.767547 0.763882 1.45565 0.786538
463 0.755063 0.766952 0.765347 1.45839 0.794502
463.1 0.758814 0.766693 0.766651 1.46122 0.801252
463.2 0.762834 0.766915 0.767834 1.46419 0.806094
463.3 0.767016 0.767717 0.768947 1.46737 0.808424
463.4 0.771257 0.769137 0.770048 1.4708 0.807789
463.5 0.775453 0.771143 0.771189 1.47447 0.803964
463.6 0.779514 0.773631 0.77241 1.47837 0.79699
463.7 0.783359 0.776427 0.773732 1.48243 0.787208
463.8 0.786923 0.779298 0.775151 1.48651 0.77525
463.9 0.790156 0.781974 0.776638 1.49047 0.762014
464 0.793022 0.784168 0.778139 1.49412 0.748599
464.1 0.7955 0.785604 0.77958 1.49727 0.736225
464.2 0.797582 0.786043 0.780872 1.49971 0.726126
464.3 0.799269 0.785307 0.78192 1.50128 0.719438
464.4 0.800569 0.783302 0.782635 1.50183 0.717086
464.5 0.801496 0.78003 0.782939 1.50128 0.719687
464.6 0.802065 0.775596 0.782776 1.49962 0.727468
464.7 0.802293 0.770205 0.782117 1.49689 0.740221
464.8 0.802197 0.764151 0.780967 1.49322 0.757294
464.9 0.801792 0.757797 0.779363 1.4888 0.777622
465 0.801094 0.751549 0.777376 1.48387 0.799799
465.1 0.800118 0.745825 0.775103 1.47871 0.822182
465.2 0.79888 0.741025 0.772663 1.47361 0.84303
465.3 0.7974 0.737494 0.770191 1.46886 0.860645
465.4 0.795699 0.7355 0.767822 1.46473 0.873529
465.5 0.793804 0.735211 0.765688 1.46145 0.880517
465.6 0.791748 0.736679 0.763907 1.45919 0.880898
465.7 0.789568 0.739836 0.762576 1.45804 0.874487
465.8 0.787307 0.744504 0.761766 1.45803 0.861657
465.9 0.785013 0.7504 0.761519 1.45912 0.843326
466 0.782736 0.757169 0.761847 1.46121 0.820889
466.1 0.780527 0.764402 0.762733 1.46415 0.79611
466.2 0.778435 0.771676 0.764135 1.46773 0.770977
466.3 0.776504 0.778579 0.765992 1.47176 0.747534
466.4 0.774772 0.784747 0.768226 1.47602 0.727713
466.5 0.773268 0.789886 0.770752 1.4803 0.713161
466.6 0.772008 0.793791 0.773476 1.48443 0.705103
466.7 0.770996 0.796361 0.776309 1.48827 0.704236
466.8 0.770224 0.797596 0.779162 1.49172 0.710663
466.9 0.769668 0.797596 0.781952 1.4947 0.723889
467 0.769294 0.796546 0.784602 1.49719 0.74286
467.1 0.769058 0.794693 0.78704 1.49919 0.766053
467.2 0.768907 0.792323 0.7892 1.5007 0.791602
467.3 0.768785 0.789737 0.791019 1.50175 0.817453
467.4 0.768633 0.787221 0.792438 1.50236 0.841529
467.5 0.768397 0.785024 0.793402 1.50253 0.861892
467.6 0.768026 0.78334 0.793859 1.50227 0.876888
467.7 0.767482 0.782294 0.793763 1.50156 0.885262
467.8 0.766733 0.78194 0.793076 1.50035 0.886232
467.9 0.765763 0.782254 0.791774 1.49861 0.879521
468 0.76457 0.783151 0.789847 1.49628 0.865345
468.1 0.763163 0.784492 0.787305 1.49335 0.844355
468.2 0.761564 0.786104 0.784181 1.48977 0.817556
468.3 0.759805 0.787797 0.780534 1.48557 0.786196
468.4 0.757928 0.789386 0.776448 1.48077 0.751648
468.5 0.755976 0.790706 0.772035 1.47548 0.715294
468.6 0.753998 0.791627 0.767427 1.46979 0.67843
468.7 0.75204 0.792065 0.762773 1.46388 0.642186
468.8 0.750143 0.791984 0.758235 1.45792 0.607486
468.9 0.748346 0.7914 0.753977 1.45213 0.575032
469 0.746679 0.790372 0.750155 1.44672 0.545323
469.1 0.745162 0.788994 0.746913 1.4419 0.518703
469.2 0.743812 0.787383 0.744368 1.43786 0.495417
469.3 0.742636 0.785665 0.742609 1.43474 0.475682
469.4 0.741637 0.783962 0.741686 1.43264 0.459749
469.5 0.740815 0.782378 0.741611 1.43164 0.447955
469.6 0.740167 0.780993 0.742355 1.43172 0.440745
469.7 0.739694 0.779852 0.743852 1.43282 0.438676
469.8 0.739398 0.778966 0.746003 1.43483 0.442385
469.9 0.739283 0.778311 0.748682 1.4376 0.452533
470 0.739362 0.777835 0.751747 1.44096 0.469723
470.1 0.739647 0.777465 0.755047 1.44471 0.494413
470.2 0.740158 0.777114 0.758435 1.44866 0.526819
470.3 0.740914 0.776695 0.761775 1.45261 0.566837
470.4 0.741934 0.776131 0.764952 1.45643 0.613976
470.5 0.743233 0.775362 0.767875 1.45998 0.667333
470.6 0.744821 0.774354 0.770485 1.46319 0.72559
470.7 0.746696 0.773101 0.772756 1.46603 0.787067
470.8 0.748845 0.771629 0.774691 1.46851 0.849799
470.9 0.751243 0.769992 0.776322 1.47067 0.911651
471 0.75385 0.768269 0.777703 1.47259 0.970457
471.1 0.75661 0.766554 0.778901 1.47436 1.02416
471.2 0.759456 0.764953 0.779993 1.47609 1.07098
471.3 0.762311 0.763569 0.781055 1.47787 1.10951
471.4 0.765094 0.762497 0.782156 1.47978 1.13882
471.5 0.767719 0.761811 0.783351 1.48189 1.15856
471.6 0.770107 0.761563 0.784674 1.48423 1.16893
471.7 0.772189 0.761774 0.786142 1.48678 1.17067
471.8 0.773908 0.76243 0.787748 1.48953 1.16498
471.9 0.77523 0.763487 0.789463 1.4924 1.15342
472 0.776142 0.764869 0.791242 1.49532 1.13777
472.1 0.776657 0.766475 0.793027 1.49817 1.11988
472.2 0.776814 0.768182 0.79475 1.50086 1.10152
472.3 0.776676 0.769858 0.796343 1.50327 1.08423
472.4 0.776331 0.771367 0.797737 1.50532 1.06925
472.5 0.775879 0.772577 0.798876 1.50691 1.0574
472.6 0.775434 0.773374 0.799713 1.508 1.04909
472.7 0.775114 0.773664 0.800215 1.50857 1.04431
472.8 0.77503 0.773385 0.800367 1.5086 1.04266
472.9 0.775284 0.772508 0.800168 1.50814 1.04349
473 0.775956 0.771044 0.799634 1.50722 1.04595
473.1 0.777099 0.769042 0.798791 1.50593 1.04913
473.2 0.778737 0.766591 0.797678 1.50434 1.05218
473.3 0.780856 0.763811 0.796339 1.50256 1.0544
473.4 0.783409 0.760853 0.794824 1.50067 1.05531
473.5 0.786311 0.757887 0.793182 1.49876 1.05469
473.6 0.789448 0.755092 0.791464 1.49692 1.05259
473.7 0.792679 0.752649 0.789721 1.49523 1.04933
473.8 0.795844 0.750724 0.787997 1.49372 1.04535
473.9 0.79877 0.749459 0.78634 1.49246 1.04122
474 0.801287 0.748964 0.78479 1.49146 1.03749
474.1 0.803228 0.749303 0.78339 1.49072 1.03458
474.2 0.804447 0.750492 0.782178 1.49025 1.03273
474.3 0.804821 0.752493 0.781193 1.49003 1.03187
474.4 0.804257 0.755218 0.780467 1.49002 1.03166
474.5 0.8027 0.758532 0.78003 1.4902 1.03141
474.6 0.800135 0.762258 0.779903 1.49049 1.03015
474.7 0.796583 0.766194 0.780099 1.49086 1.02671
474.8 0.792107 0.770125 0.780614 1.49125 1.01979
474.9 0.786803 0.773838 0.781431 1.49157 1.00813
475 0.780799 0.777141 0.782513 1.49178 0.990578
475.1 0.774245 0.77988 0.783805 1.49181 0.966266
475.2 0.767311 0.781949 0.785231 1.49158 0.934705
475.3 0.760176 0.783303 0.786697 1.49105 0.895869
475.4 0.753024 0.783963 0.788097 1.49018 0.850248
475.5 0.746035 0.784018 0.789315 1.48893 0.798856
475.6 0.739381 0.783617 0.790235 1.48729 0.743188
475.7 0.733219 0.78296 0.790748 1.48527 0.685151
475.8 0.727691 0.782282 0.79076 1.48291 0.626942
475.9 0.722917 0.781833 0.7902 1.48027 0.570909
476 0.718995 0.781854 0.78903 1.47744 0.519392
476.1 0.716 0.782558 0.787248 1.47453 0.474562
476.2 0.713984 0.784104 0.784895 1.47165 0.438268
476.3 0.712972 0.786582 0.782049 1.46895 0.411907
476.4 0.712969 0.789999 0.778831 1.46657 0.396326
476.5 0.713955 0.794269 0.775391 1.46463 0.391764
476.6 0.715889 0.799221 0.771906 1.46327 0.397839
476.7 0.718706 0.804598 0.768563 1.46257 0.413577
476.8 0.722323 0.810079 0.765551 1.46259 0.437485
476.9 0.72664 0.815298 0.763046 1.46336 0.467662
477 0.731537 0.819871 0.761198 1.46486 0.501934
477.1 0.736883 0.823424 0.760119 1.46703 0.538007
477.2 0.742537 0.825627 0.759875 1.46975 0.573626
477.3 0.748352 0.826215 0.760478 1.47288 0.606722
477.4 0.754178 0.825018 0.76189 1.47627 0.635552
477.5 0.759873 0.821971 0.764015 1.47972 0.658797
477.6 0.7653 0.817131 0.766715 1.48304 0.675639
477.7 0.770342 0.810668 0.769814 1.48604 0.685795
477.8 0.774898 0.802865 0.773109 1.48858 0.689509
477.9 0.778896 0.794092 0.77639 1.49051 0.687508
478 0.782288 0.784789 0.779448 1.49176 0.680932
478.1 0.785058 0.775429 0.782096 1.49228 0.671223
478.2 0.787219 0.766489 0.784176 1.49207 0.660013
478.3 0.788815 0.758417 0.785572 1.4912 0.64899
478.4 0.789911 0.751594 0.786218 1.48975 0.639774
478.5 0.790597 0.746315 0.786097 1.48786 0.633799
478.6 0.790973 0.742764 0.785246 1.48567 0.632221
478.7 0.791151 0.741005 0.783745 1.48335 0.635837
478.8 0.791239 0.740974 0.781711 1.48104 0.645055
478.9 0.791342 0.742492 0.779289 1.47888 0.659874
479 0.791547 0.745279 0.776636 1.47698 0.67991
479.1 0.791927 0.748971 0.773913 1.47542 0.704447
479.2 0.792529 0.753157 0.771265 1.47421 0.732504
479.3 0.793375 0.757403 0.768818 1.47335 0.762933
479.4 0.794463 0.76129 0.766667 1.47279 0.794507
479.5 0.795767 0.764443 0.764868 1.47243 0.826027
479.6 0.797239 0.766557 0.76344 1.47216 0.85641
479.7 0.798818 0.767419 0.762363 1.47186 0.88476
479.8 0.800429 0.766922 0.761583 1.47139 0.910428
479.9 0.801996 0.765071 0.761021 1.47064 0.93304
480 0.803442 0.76198 0.760576 1.4695 0.952495
480.1 0.804699 0.757859 0.760138 1.46791 0.96894
480.2 0.805709 0.753003 0.759601 1.46582 0.982728
480.3 0.80643 0.747761 0.758864 1.46325 0.994338
480.4 0.806839 0.742518 0.757847 1.46024 1.00431
480.5 0.806927 0.73766 0.756491 1.45686 1.01315
480.6 0.806707 0.733552 0.754767 1.45324 1.02125
480.7 0.806203 0.730509 0.752675 1.44948 1.02884
480.8 0.805454 0.728779 0.750243 1.44575 1.03593
480.9 0.804504 0.728525 0.747526 1.44218 1.04227
481 0.803405 0.729816 0.744602 1.4389 1.0474
481.1 0.802206 0.732625 0.741567 1.43604 1.05065
481.2 0.800953 0.736831 0.738527 1.43368 1.05123
481.3 0.799686 0.742229 0.735599 1.4319 1.04829
481.4 0.798432 0.748546 0.732895 1.43074 1.04103
481.5 0.797208 0.755457 0.730528 1.4302 1.0288
481.6 0.796017 0.762606 0.728601 1.43027 1.01121
481.7 0.794848 0.769627 0.727206 1.4309 0.988163
481.8 0.793677 0.776169 0.726422 1.43206 0.959974
481.9 0.79247 0.781908 0.726311 1.43366 0.927341
482 0.791182 0.786574 0.726918 1.43565 0.891354
482.1 0.789762 0.789957 0.72827 1.43794 0.853434
482.2 0.788156 0.791918 0.730374 1.44049 0.815249
482.3 0.786311 0.792395 0.733214 1.44322 0.778589
482.4 0.784177 0.791404 0.736755 1.44609 0.745235
482.5 0.781716 0.789035 0.740935 1.44903 0.716807
482.6 0.778902 0.785441 0.745669 1.45201 0.694621
482.7 0.775726 0.780833 0.750846 1.45497 0.679564
482.8 0.772202 0.775462 0.756332 1.45786 0.672002
482.9 0.768367 0.769608 0.761968 1.46061 0.671719
483 0.764285 0.763561 0.767579 1.46317 0.677919
483.1 0.760045 0.757608 0.772971 1.46546 0.68926
483.2 0.755765 0.752017 0.777946 1.46739 0.703957
483.3 0.751581 0.747028 0.782303 1.46888 0.719911
483.4 0.747651 0.742835 0.785851 1.46984 0.734885
483.5 0.744143 0.739587 0.788419 1.47021 0.746686
483.6 0.741227 0.737376 0.789867 1.46991 0.753365
483.7 0.739066 0.736239 0.790093 1.4689 0.753393
483.8 0.737809 0.736157 0.789044 1.46719 0.745806
483.9 0.737573 0.73706 0.786723 1.46479 0.730316
484 0.738441 0.738835 0.783193 1.46175 0.707357
484.1 0.740448 0.74133 0.778574 1.45818 0.678076
484.2 0.743577 0.744368 0.773045 1.4542 0.644256
484.3 0.747754 0.747757 0.766832 1.44997 0.608191
484.4 0.752847 0.751296 0.760203 1.44567 0.572503
484.5 0.758674 0.754791 0.753449 1.44149 0.539934
484.6 0.765003 0.758062 0.746874 1.43762 0.513121
484.7 0.771566 0.76095 0.740773 1.43424 0.494374
484.8 0.778073 0.763323 0.735417 1.4315 0.485479
484.9 0.784224 0.76508 0.731039 1.4295 0.487545
485 0.789731 0.766156 0.727817 1.42832 0.500907
485.1 0.794327 0.766517 0.725867 1.42798 0.525092
485.2 0.79779 0.766163 0.725237 1.42845 0.558863
485.3 0.799949 0.765122 0.725901 1.42963 0.600321
485.4 0.8007 0.763449 0.727774 1.43143 0.647073
485.5 0.800011 0.761215 0.730708 1.43367 0.696448
485.6 0.797921 0.758511 0.734515 1.43621 0.745727
485.7 0.794543 0.755436 0.73898 1.43886 0.792393
485.8 0.790051 0.752093 0.743878 1.44148 0.834355
485.9 0.784677 0.748587 0.748991 1.44394 0.870139
486 0.77869 0.74502 0.754129 1.44618 0.899018
486.1 0.772381 0.741487 0.759141 1.44817 0.921084
486.2 0.766052 0.738074 0.763923 1.44993 0.937227
486.3 0.759992 0.734857 0.768427 1.45154 0.949058
486.4 0.754464 0.731901 0.772657 1.45315 0.958746
486.5 0.749692 0.729254 0.776663 1.45491 0.968803
486.6 0.74585 0.726953 0.780526 1.45699 0.981838
486.7 0.743053 0.72502 0.78435 1.45956 1.00028
486.8 0.741358 0.723462 0.788233 1.46277 1.02614
486.9 0.740762 0.72227 0.792257 1.4667 1.06073
487 0.741205 0.721422 0.796464 1.47136 1.10456
487.1 0.742579 0.720883 0.800846 1.4767 1.15716
487.2 0.74474 0.720604 0.805329 1.48256 1.21712
487.3 0.747511 0.720526 0.809777 1.48869 1.28211
487.4 0.750703 0.720581 0.813991 1.49475 1.34902
487.5 0.75412 0.720695 0.817719 1.50037 1.41421
